Age,Attrition,BusinessTravel,Department,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,Income_bin,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromHome
31,0,Travel_Rarely,Research & Development,Medical,4,Female,3,2,4,Married,5855,2,Yes,10,1,9,7,8,5,12
40,0,Travel_Frequently,Research & Development,Medical,4,Male,3,1,2,Divorced,3617,2,Yes,3,3,1,1,0,0,9
32,0,Travel_Rarely,Research & Development,Medical,3,Female,3,2,1,Married,6725,3,No,8,4,8,7,6,3,3
36,1,Travel_Rarely,Sales,Life Sciences,3,Male,2,3,4,Married,10325,4,Yes,16,3,16,7,3,7,3
33,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,2,2,4,Single,6949,3,No,6,3,5,0,1,4,1
37,1,Travel_Rarely,Sales,Life Sciences,1,Male,2,3,3,Married,10609,4,No,17,1,14,1,11,7,1
45,0,Non-Travel,Research & Development,Life Sciences,3,Male,3,2,2,Married,4447,2,No,9,2,9,7,0,8,4
29,0,Travel_Frequently,Sales,Technical Degree,3,Female,3,1,4,Married,2157,1,No,3,3,3,1,0,2,20
35,0,Travel_Rarely,Sales,Medical,3,Female,3,2,3,Married,4601,2,No,5,3,5,2,1,0,18
52,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,4,4,Married,17099,6,No,26,2,9,8,7,8,1
58,1,Travel_Rarely,Research & Development,Technical Degree,4,Male,3,1,3,Single,2479,1,No,7,3,1,0,0,0,2
53,0,Travel_Rarely,Sales,Medical,3,Male,3,4,3,Divorced,14852,5,No,22,4,17,13,15,2,2
30,0,Travel_Rarely,Sales,Other,3,Male,3,3,3,Divorced,7264,3,No,10,4,8,4,7,7,8
38,0,Non-Travel,Sales,Technical Degree,3,Female,3,2,4,Single,5666,2,Yes,6,3,5,3,1,3,10
35,0,Travel_Rarely,Sales,Life Sciences,4,Male,3,3,4,Divorced,7823,3,No,12,3,10,9,0,8,3
39,0,Travel_Rarely,Sales,Life Sciences,1,Male,4,3,3,Single,7880,3,No,9,3,8,7,0,7,2
40,1,Non-Travel,Sales,Life Sciences,2,Female,4,4,2,Single,13194,5,Yes,22,2,1,0,0,0,24
47,0,Travel_Frequently,Research & Development,Medical,3,Male,4,2,3,Divorced,5067,2,Yes,20,4,19,10,2,7,16
36,0,Non-Travel,Sales,Technical Degree,1,Male,3,2,4,Divorced,5079,2,No,12,3,7,7,0,7,8
31,1,Non-Travel,Research & Development,Medical,3,Male,2,1,1,Single,2321,1,Yes,4,3,3,2,1,2,9
33,0,Non-Travel,Sales,Life Sciences,4,Male,3,4,3,Single,17444,6,No,10,3,10,8,6,0,17
29,1,Travel_Rarely,Research & Development,Life Sciences,4,Female,2,1,1,Single,2404,1,Yes,3,3,0,0,0,0,10
33,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,3,1,4,Single,3452,2,No,5,3,3,2,0,2,13
45,0,Travel_Rarely,Research & Development,Medical,4,Female,3,1,4,Divorced,2270,1,No,8,3,5,3,0,2,1
50,0,Travel_Rarely,Research & Development,Medical,4,Male,3,4,4,Divorced,17399,6,No,32,2,5,4,1,3,1
33,0,Travel_Frequently,Research & Development,Other,3,Female,4,2,2,Married,5488,2,Yes,6,3,6,5,1,2,1
41,0,Travel_Frequently,Research & Development,Medical,1,Male,3,5,3,Divorced,19419,6,No,21,4,18,16,0,11,9
27,0,Travel_Rarely,Research & Development,Technical Degree,3,Female,3,1,2,Married,2811,1,No,4,3,2,2,2,2,16
45,0,Non-Travel,Research & Development,Life Sciences,4,Male,3,2,1,Married,3633,2,Yes,9,3,9,8,0,8,23
47,0,Travel_Rarely,Sales,Life Sciences,4,Female,3,2,4,Single,4163,2,Yes,9,3,9,0,0,7,4
30,1,Travel_Rarely,Research & Development,Life Sciences,1,Female,3,1,3,Married,2132,1,Yes,7,3,5,2,0,1,22
50,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,4,3,Married,13973,5,Yes,22,3,12,11,1,5,24
38,0,Travel_Frequently,Research & Development,Medical,3,Male,3,1,3,Married,2684,1,No,3,2,2,1,0,2,10
46,0,Travel_Rarely,Research & Development,Medical,4,Male,3,3,3,Divorced,10845,4,No,13,3,8,7,0,7,7
24,0,Travel_Rarely,Research & Development,Medical,4,Female,2,2,3,Divorced,4377,2,No,5,3,4,2,3,2,17
35,1,Travel_Rarely,Research & Development,Other,3,Male,2,1,2,Divorced,3743,2,Yes,5,1,4,2,0,2,14
31,0,Travel_Frequently,Research & Development,Life Sciences,3,Female,3,2,1,Married,4148,2,No,4,3,4,3,0,3,1
18,0,Non-Travel,Research & Development,Life Sciences,2,Male,3,1,4,Single,1051,1,No,0,3,0,0,0,0,5
54,0,Travel_Rarely,Research & Development,Technical Degree,3,Female,3,3,3,Married,10739,4,No,22,3,10,7,0,8,17
35,0,Travel_Rarely,Research & Development,Medical,3,Female,3,3,3,Divorced,10388,4,Yes,16,2,16,10,10,1,25
30,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,4,3,1,Married,11416,4,Yes,9,2,8,7,1,7,8
20,1,Travel_Rarely,Research & Development,Medical,4,Female,2,1,1,Single,2600,1,Yes,1,3,1,0,0,0,11
30,1,Travel_Frequently,Research & Development,Medical,2,Female,3,1,2,Single,2422,1,No,4,3,3,2,1,2,5
26,0,Travel_Rarely,Research & Development,Medical,4,Male,4,2,4,Married,5472,2,No,8,3,8,7,1,3,2
22,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,1,1,1,Married,2451,1,No,4,2,4,3,1,1,8
48,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,2,2,3,Single,4240,2,No,19,3,2,2,2,2,6
48,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,2,3,3,Single,10999,4,No,27,3,15,11,4,8,4
41,0,Travel_Rarely,Research & Development,Medical,4,Female,3,2,3,Single,5003,2,No,8,3,2,2,2,1,7
39,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,2,4,4,Married,12742,5,No,21,3,21,6,11,8,1
27,0,Travel_Rarely,Research & Development,Life Sciences,1,Female,3,2,4,Married,4227,2,No,4,3,3,2,2,2,2
35,0,Travel_Rarely,Research & Development,Other,2,Male,3,1,4,Divorced,3917,2,No,3,2,3,2,1,2,10
42,0,Travel_Rarely,Sales,Marketing,4,Male,3,5,3,Married,18303,6,No,21,4,1,0,0,0,5
50,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,3,1,4,Married,2380,1,No,8,3,1,0,0,0,9
59,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,2,4,4,Single,13726,5,Yes,30,3,5,3,4,3,2
37,1,Travel_Rarely,Research & Development,Medical,1,Female,1,2,2,Married,4777,2,No,15,1,1,0,0,0,11
55,0,Travel_Frequently,Research & Development,Medical,3,Male,3,2,2,Married,6385,3,Yes,17,3,8,7,6,7,18
41,0,Non-Travel,Research & Development,Life Sciences,2,Female,1,5,3,Divorced,19973,6,No,21,3,21,16,5,10,7
38,0,Travel_Rarely,Sales,Life Sciences,2,Male,3,2,4,Single,6861,3,Yes,19,3,1,0,0,0,3
26,1,Non-Travel,Sales,Medical,2,Male,1,2,1,Single,4969,2,No,7,3,2,2,2,2,29
52,1,Travel_Rarely,Sales,Marketing,1,Female,1,5,4,Married,19845,6,No,33,3,32,14,6,9,2
44,0,Travel_Rarely,Sales,Medical,4,Female,4,4,4,Married,13320,5,Yes,23,3,12,11,11,11,28
50,0,Non-Travel,Sales,Life Sciences,4,Female,3,2,3,Married,6347,3,No,19,3,18,7,0,13,1
36,1,Travel_Rarely,Research & Development,Life Sciences,3,Female,4,1,1,Single,2743,1,No,18,3,17,13,15,14,16
39,0,Travel_Frequently,Research & Development,Medical,4,Female,3,3,1,Single,10880,4,Yes,21,3,21,6,2,8,22
33,0,Non-Travel,Sales,Life Sciences,2,Female,2,1,4,Single,2342,1,No,3,2,2,2,2,2,8
45,0,Travel_Rarely,Sales,Life Sciences,4,Female,3,4,4,Married,17650,6,No,26,4,9,3,1,1,11
32,0,Non-Travel,Research & Development,Medical,4,Female,3,1,3,Single,4025,2,No,10,3,8,7,7,7,29
34,0,Travel_Rarely,Sales,Marketing,2,Male,4,2,4,Divorced,9725,4,No,16,2,15,1,0,9,1
59,0,Travel_Rarely,Sales,Technical Degree,2,Male,3,3,4,Married,11904,4,Yes,14,1,6,4,0,4,1
45,0,Travel_Rarely,Human Resources,Medical,2,Male,3,1,2,Single,2177,1,No,6,3,6,3,0,4,24
53,0,Travel_Frequently,Sales,Marketing,3,Female,2,3,2,Married,7525,3,No,30,3,15,7,6,12,2
36,1,Travel_Rarely,Research & Development,Other,1,Male,3,2,3,Divorced,4834,2,No,9,2,1,0,0,0,15
26,1,Travel_Frequently,Research & Development,Life Sciences,1,Male,3,1,1,Married,2042,1,Yes,6,3,3,2,1,2,2
34,0,Travel_Rarely,Sales,Life Sciences,3,Female,3,1,3,Married,2220,1,Yes,1,3,1,1,0,0,10
28,0,Travel_Rarely,Sales,Medical,4,Male,3,1,2,Married,1052,1,No,1,3,1,0,0,0,10
38,0,Travel_Frequently,Research & Development,Other,3,Male,3,1,3,Married,2821,1,No,8,3,2,2,2,2,3
50,0,Travel_Rarely,Research & Development,Medical,2,Male,3,5,3,Married,19237,6,Yes,29,2,8,1,7,7,2
37,0,Travel_Rarely,Research & Development,Other,4,Female,3,2,2,Single,4107,2,No,8,2,4,3,0,1,3
40,0,Travel_Rarely,Sales,Marketing,3,Male,3,2,1,Married,8396,3,No,8,2,7,7,7,5,26
26,0,Travel_Frequently,Research & Development,Medical,1,Female,2,1,3,Divorced,2007,1,No,5,3,5,3,1,3,1
46,0,Travel_Rarely,Research & Development,Medical,4,Male,3,5,4,Divorced,19627,6,No,23,3,2,2,2,2,1
54,0,Travel_Rarely,Sales,Life Sciences,3,Female,2,3,3,Married,10686,4,No,13,3,9,4,7,0,2
56,0,Travel_Frequently,Research & Development,Medical,1,Female,3,1,3,Married,2942,1,No,18,3,5,4,0,3,9
36,0,Travel_Rarely,Research & Development,Medical,4,Female,2,3,4,Single,8858,3,No,15,2,14,8,7,8,12
55,0,Non-Travel,Research & Development,Medical,3,Male,2,4,1,Single,16756,6,No,31,4,9,7,6,2,2
43,0,Travel_Rarely,Sales,Medical,3,Male,2,3,4,Divorced,10798,4,No,18,3,1,0,0,0,25
20,1,Travel_Frequently,Sales,Marketing,4,Female,3,1,4,Single,2323,1,Yes,2,3,2,2,0,2,9
21,1,Travel_Rarely,Research & Development,Life Sciences,3,Female,2,1,1,Single,1416,1,No,1,2,1,0,1,0,10
46,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,2,2,1,Divorced,4615,2,Yes,19,3,16,13,1,7,8
51,1,Travel_Rarely,Research & Development,Life Sciences,1,Male,3,1,3,Married,2461,1,Yes,18,4,10,0,2,7,4
28,1,Non-Travel,Research & Development,Technical Degree,2,Male,2,3,1,Single,8722,3,No,10,2,10,7,1,9,24
26,0,Travel_Rarely,Research & Development,Medical,1,Male,2,1,1,Married,3955,2,No,6,3,5,3,1,3,1
30,0,Travel_Rarely,Research & Development,Other,3,Male,3,2,1,Married,9957,4,No,7,2,6,2,0,2,20
41,0,Travel_Rarely,Research & Development,Technical Degree,2,Female,4,1,3,Married,3376,2,No,10,3,10,6,0,8,7
38,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,2,3,3,Married,8823,3,No,20,2,19,9,1,9,17
40,0,Travel_Rarely,Research & Development,Technical Degree,1,Male,3,3,4,Married,10322,4,No,14,3,11,10,11,1,20
27,0,Non-Travel,Research & Development,Life Sciences,1,Male,1,1,3,Married,4621,2,No,3,3,3,2,1,2,8
55,0,Travel_Frequently,Research & Development,Life Sciences,4,Male,3,3,2,Married,10976,4,No,23,3,3,2,1,2,2
28,0,Travel_Rarely,Research & Development,Other,3,Female,3,2,3,Single,3660,2,No,10,4,8,7,1,7,10
44,1,Travel_Rarely,Human Resources,Medical,2,Male,2,3,1,Married,10482,4,No,24,3,20,6,3,6,1
33,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,2,3,4,Divorced,7119,3,No,9,3,3,2,1,2,5
35,1,Travel_Rarely,Sales,Technical Degree,4,Male,3,3,1,Single,9582,4,Yes,9,3,8,7,4,7,4
33,1,Travel_Frequently,Research & Development,Medical,1,Female,2,2,3,Single,4508,2,No,14,3,13,7,3,8,29
28,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,3,1,3,Divorced,2207,1,No,4,2,4,2,2,2,15
34,0,Travel_Frequently,Research & Development,Life Sciences,1,Male,3,2,4,Single,7756,3,No,7,2,6,2,0,4,3
37,0,Travel_Rarely,Sales,Life Sciences,4,Female,2,2,4,Divorced,6694,3,Yes,8,3,1,0,0,0,10
25,1,Travel_Rarely,Research & Development,Technical Degree,4,Male,3,1,4,Married,3691,2,Yes,7,4,7,7,5,6,4
26,1,Travel_Rarely,Research & Development,Medical,1,Male,3,1,3,Divorced,2377,1,No,1,2,1,1,0,0,21
33,1,Travel_Rarely,Research & Development,Medical,1,Male,2,1,2,Single,2313,1,Yes,5,3,2,2,2,2,25
42,0,Travel_Rarely,Research & Development,Medical,4,Male,3,4,1,Married,17665,6,No,23,3,22,6,13,7,2
28,1,Travel_Frequently,Research & Development,Medical,1,Male,2,1,2,Divorced,2596,1,No,1,3,1,0,0,0,1
50,1,Travel_Frequently,Sales,Other,4,Male,3,2,3,Single,4728,2,Yes,5,3,0,0,0,0,1
33,0,Travel_Frequently,Sales,Life Sciences,4,Female,3,2,2,Married,4302,2,No,4,3,3,2,0,2,7
34,0,Non-Travel,Research & Development,Life Sciences,3,Male,2,1,4,Married,2979,1,No,6,3,0,0,0,0,3
48,0,Non-Travel,Research & Development,Medical,1,Male,4,4,4,Single,16885,6,No,27,2,5,4,2,1,1
45,0,Non-Travel,Sales,Life Sciences,2,Female,2,2,3,Married,5593,2,No,15,3,15,10,4,12,9
52,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,3,3,2,Single,10445,4,No,18,3,8,6,4,0,7
38,0,Travel_Rarely,Sales,Marketing,3,Male,2,3,3,Divorced,8740,3,Yes,9,3,8,7,2,7,10
29,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,3,1,4,Divorced,2514,1,No,11,3,7,5,1,7,28
28,0,Travel_Rarely,Research & Development,Medical,4,Female,3,3,2,Divorced,7655,3,No,10,2,9,7,1,7,3
46,0,Travel_Rarely,Sales,Marketing,1,Male,3,4,3,Married,17465,6,No,23,3,12,9,4,9,3
38,0,Travel_Rarely,Sales,Marketing,4,Male,3,3,2,Single,7351,3,No,10,3,1,0,0,0,2
43,0,Travel_Frequently,Research & Development,Life Sciences,3,Female,3,3,1,Married,10820,4,No,18,3,8,7,0,1,27
39,1,Travel_Frequently,Research & Development,Life Sciences,1,Male,3,4,4,Divorced,12169,5,No,21,3,18,7,11,5,2
40,0,Travel_Rarely,Research & Development,Medical,3,Male,2,5,3,Single,19626,6,No,21,4,20,7,4,9,14
21,0,Travel_Rarely,Research & Development,Technical Degree,4,Female,2,1,2,Single,2070,1,Yes,2,4,2,2,2,2,1
39,0,Non-Travel,Research & Development,Life Sciences,3,Male,3,2,2,Single,6782,3,No,9,2,5,4,0,3,9
36,0,Non-Travel,Research & Development,Life Sciences,1,Male,3,2,4,Single,7779,3,No,18,3,11,9,0,9,18
31,0,Travel_Frequently,Sales,Life Sciences,3,Male,4,1,4,Married,2791,1,No,3,3,2,2,2,2,20
28,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,2,1,2,Married,3201,2,No,6,1,5,3,0,4,2
35,0,Travel_Frequently,Sales,Marketing,4,Male,3,2,4,Divorced,4968,2,No,5,3,5,2,0,2,11
49,0,Travel_Rarely,Sales,Technical Degree,4,Male,2,4,2,Married,13120,5,No,22,3,9,8,2,3,8
34,0,Travel_Frequently,Research & Development,Life Sciences,4,Male,3,2,3,Single,4033,2,No,5,2,3,2,0,2,2
29,0,Travel_Frequently,Research & Development,Life Sciences,4,Female,3,1,2,Divorced,3291,2,No,8,2,7,5,1,1,10
42,0,Travel_Rarely,Research & Development,Medical,2,Male,1,2,4,Single,4272,2,No,16,3,1,0,0,0,29
29,0,Travel_Rarely,Research & Development,Medical,2,Male,2,2,4,Married,5056,2,Yes,10,2,10,7,1,2,8
38,0,Travel_Rarely,Human Resources,Human Resources,3,Male,4,1,3,Married,2844,1,No,7,4,7,6,5,0,1
28,0,Travel_Frequently,Research & Development,Life Sciences,3,Male,2,1,3,Divorced,2703,1,Yes,3,3,3,1,0,2,6
18,1,Non-Travel,Research & Development,Medical,3,Male,3,1,3,Single,1904,1,No,0,3,0,0,0,0,8
33,1,Travel_Rarely,Sales,Marketing,1,Female,3,2,1,Single,8224,3,Yes,6,3,5,2,0,3,9
41,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,3,1,4,Married,4766,2,Yes,6,3,1,0,0,0,12
31,1,Travel_Frequently,Research & Development,Medical,3,Male,3,1,3,Married,2610,1,No,2,2,2,2,2,2,15
37,0,Travel_Rarely,Research & Development,Medical,3,Female,2,2,4,Divorced,5731,2,No,9,3,6,2,1,3,25
27,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,2,1,3,Married,2539,1,No,4,3,4,2,2,2,6
34,0,Travel_Rarely,Sales,Life Sciences,2,Female,3,2,3,Married,5714,2,No,6,2,6,5,1,3,9
35,0,Travel_Rarely,Human Resources,Technical Degree,3,Male,3,1,3,Single,4323,2,No,6,1,5,4,1,4,8
29,1,Travel_Rarely,Sales,Life Sciences,4,Female,2,3,1,Married,7336,3,No,11,1,11,8,3,10,23
40,0,Travel_Frequently,Research & Development,Medical,2,Female,3,3,3,Single,13499,5,No,20,2,18,7,2,13,9
42,1,Travel_Frequently,Sales,Life Sciences,3,Male,3,4,1,Single,13758,5,Yes,22,2,21,9,13,14,12
42,0,Travel_Rarely,Sales,Marketing,2,Male,3,2,1,Single,5155,2,No,9,4,6,4,1,5,4
35,0,Travel_Rarely,Research & Development,Medical,4,Male,2,1,3,Married,2258,1,No,10,3,8,0,1,7,1
24,0,Travel_Rarely,Research & Development,Medical,4,Male,3,1,2,Single,3597,2,No,6,3,4,3,1,2,24
28,1,Travel_Rarely,Research & Development,Life Sciences,3,Female,3,1,4,Married,2515,1,Yes,1,2,1,1,0,0,12
26,0,Travel_Rarely,Research & Development,Medical,1,Male,4,1,4,Married,4420,2,No,8,3,8,7,0,7,3
30,0,Travel_Rarely,Sales,Marketing,3,Male,2,2,3,Married,6578,3,No,10,3,10,3,1,4,10
40,0,Travel_Frequently,Research & Development,Medical,3,Female,2,2,4,Married,4422,2,Yes,16,1,1,1,0,0,26
35,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,2,3,2,Divorced,10274,4,No,15,4,7,7,6,4,2
34,0,Travel_Frequently,Research & Development,Medical,4,Male,2,2,1,Single,5343,2,No,14,3,13,9,4,9,1
35,0,Travel_Frequently,Research & Development,Other,4,Male,2,1,4,Married,2376,1,No,2,4,2,2,2,2,4
43,1,Travel_Rarely,Sales,Marketing,1,Female,1,2,3,Single,5346,2,No,7,2,4,3,1,3,9
32,0,Non-Travel,Sales,Life Sciences,3,Female,3,1,1,Divorced,2827,1,No,1,3,1,0,0,0,2
56,0,Travel_Rarely,Research & Development,Technical Degree,4,Female,3,5,1,Divorced,19943,6,No,28,3,5,2,4,2,4
29,0,Travel_Rarely,Research & Development,Medical,2,Female,3,1,4,Married,3131,2,No,10,3,10,8,0,8,6
19,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,3,1,1,Single,2552,1,No,1,3,1,1,0,0,9
45,0,Travel_Rarely,Research & Development,Medical,1,Female,3,1,3,Married,4477,2,Yes,7,2,3,2,0,2,7
37,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,2,2,4,Married,6474,3,No,14,2,14,8,3,11,1
20,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,2,1,3,Single,3033,2,No,2,2,2,2,1,2,3
44,1,Travel_Rarely,Research & Development,Life Sciences,3,Male,3,1,3,Single,2936,1,Yes,6,3,6,4,0,2,10
53,0,Travel_Rarely,Research & Development,Medical,4,Female,3,5,3,Divorced,18606,6,No,26,3,7,7,4,7,7
29,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,1,1,4,Married,2168,1,Yes,6,2,5,4,1,3,15
22,1,Travel_Frequently,Research & Development,Life Sciences,3,Male,2,1,4,Married,2853,1,Yes,1,3,0,0,0,0,3
46,0,Travel_Rarely,Sales,Marketing,3,Female,3,4,1,Married,17048,6,No,28,3,26,15,15,9,2
44,0,Non-Travel,Research & Development,Life Sciences,4,Male,1,1,3,Single,2290,1,No,6,3,0,0,0,0,17
33,0,Travel_Rarely,Human Resources,Human Resources,2,Male,3,1,3,Married,3600,2,No,5,3,5,4,1,4,2
41,1,Non-Travel,Research & Development,Life Sciences,1,Male,2,1,1,Divorced,2107,1,No,5,1,1,0,0,0,5
30,0,Travel_Rarely,Sales,Life Sciences,3,Male,3,2,1,Divorced,4115,2,No,8,3,4,3,0,3,29
40,0,Travel_Frequently,Sales,Medical,2,Male,3,2,2,Married,4327,2,No,5,3,0,0,0,0,2
50,0,Travel_Frequently,Research & Development,Medical,4,Female,3,4,1,Married,17856,6,No,32,3,2,2,2,2,2
28,0,Travel_Rarely,Research & Development,Medical,4,Male,2,1,1,Married,3196,2,No,6,3,6,5,3,3,19
46,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,5,2,Married,19081,6,No,25,3,4,2,0,3,15
35,0,Travel_Rarely,Sales,Life Sciences,3,Male,3,2,1,Married,8966,3,Yes,15,3,7,7,1,7,17
24,1,Travel_Rarely,Research & Development,Life Sciences,4,Female,3,1,2,Married,2210,1,No,1,1,1,0,0,0,17
33,0,Travel_Frequently,Sales,Medical,2,Female,3,2,3,Married,4539,2,No,10,2,10,7,0,1,25
36,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,1,1,3,Divorced,2741,1,No,7,3,7,7,1,7,6
30,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,3,2,3,Divorced,3491,2,No,10,2,10,7,8,9,7
44,0,Travel_Rarely,Research & Development,Other,4,Male,3,2,4,Single,4541,2,No,20,3,20,11,13,17,29
20,0,Travel_Rarely,Sales,Marketing,3,Male,4,1,4,Single,2678,1,No,2,3,2,1,2,2,21
46,0,Travel_Rarely,Research & Development,Technical Degree,4,Male,3,2,4,Divorced,7379,3,No,12,2,6,3,1,4,2
42,0,Non-Travel,Human Resources,Medical,4,Male,4,2,1,Married,6272,3,No,10,4,4,3,0,3,2
60,0,Travel_Rarely,Sales,Marketing,2,Male,4,2,4,Divorced,5220,2,Yes,12,3,11,7,1,9,7
32,0,Travel_Frequently,Research & Development,Other,3,Female,2,1,2,Married,2743,1,No,2,3,2,2,2,2,13
32,0,Travel_Frequently,Research & Development,Life Sciences,4,Female,3,2,3,Single,4998,2,Yes,10,3,8,7,0,7,2
36,0,Travel_Rarely,Research & Development,Technical Degree,3,Female,1,3,1,Divorced,10252,4,Yes,17,3,7,7,7,7,1
33,0,Travel_Rarely,Research & Development,Medical,1,Male,3,1,4,Married,2781,1,No,15,3,14,10,4,10,9
40,0,Travel_Rarely,Sales,Technical Degree,2,Female,2,2,2,Divorced,6852,3,No,7,4,5,1,1,3,10
25,0,Travel_Rarely,Sales,Life Sciences,3,Male,3,2,4,Single,4950,2,No,5,3,4,3,1,1,10
30,0,Travel_Rarely,Research & Development,Medical,4,Male,3,1,2,Married,3579,2,Yes,12,3,11,9,5,7,1
42,0,Travel_Frequently,Research & Development,Medical,1,Female,3,3,1,Married,13191,5,Yes,20,3,1,0,0,0,26
35,0,Non-Travel,Sales,Marketing,3,Female,2,3,4,Married,10377,4,Yes,16,2,13,2,4,12,8
27,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,3,1,1,Married,2235,1,Yes,9,2,9,7,6,8,14
54,0,Travel_Frequently,Research & Development,Life Sciences,4,Female,3,3,3,Divorced,10502,4,No,33,1,5,4,1,4,1
44,0,Travel_Rarely,Research & Development,Life Sciences,1,Female,4,1,4,Married,2011,1,No,10,3,10,5,7,7,2
19,1,Non-Travel,Research & Development,Medical,1,Female,2,1,2,Single,1859,1,Yes,1,4,1,1,0,0,10
29,0,Travel_Rarely,Research & Development,Life Sciences,1,Female,3,1,4,Divorced,3760,2,No,3,3,3,2,1,2,1
54,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,4,4,Married,17779,6,No,36,3,10,9,0,9,3
31,0,Travel_Rarely,Research & Development,Medical,3,Male,3,2,1,Married,6833,3,Yes,6,2,6,5,0,1,11
31,0,Travel_Rarely,Research & Development,Medical,3,Female,2,2,1,Single,6812,3,No,10,3,10,9,1,8,24
59,0,Travel_Rarely,Sales,Life Sciences,3,Female,2,2,4,Single,5171,2,No,13,3,6,1,0,5,3
43,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,1,5,4,Married,19740,6,No,25,3,8,7,0,7,3
49,0,Travel_Rarely,Research & Development,Medical,1,Male,2,5,3,Married,18711,6,No,23,4,1,0,0,0,4
36,0,Travel_Frequently,Research & Development,Technical Degree,3,Male,3,1,2,Married,3692,2,No,12,2,11,10,0,7,3
48,0,Travel_Rarely,Research & Development,Technical Degree,4,Male,4,1,2,Single,2559,1,No,7,2,1,0,0,0,2
27,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,3,1,3,Divorced,2517,1,No,5,3,5,3,0,3,4
29,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,3,2,4,Divorced,6623,3,Yes,6,3,6,0,1,0,7
48,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,2,5,4,Single,18265,6,No,25,4,1,0,0,0,1
29,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,2,4,4,Divorced,16124,6,No,9,2,7,7,1,7,1
34,0,Travel_Rarely,Research & Development,Technical Degree,3,Female,4,1,3,Married,2585,1,No,2,2,1,0,0,0,20
44,0,Travel_Rarely,Sales,Marketing,2,Male,3,5,2,Married,18213,6,No,26,3,22,9,3,10,5
33,0,Travel_Rarely,Sales,Marketing,4,Male,4,3,3,Divorced,8380,3,Yes,10,3,9,8,0,8,10
19,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,4,1,4,Single,2994,1,Yes,1,3,1,0,0,1,25
23,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,1,3,Married,1223,1,No,1,3,1,0,0,1,1
25,1,Travel_Frequently,Sales,Life Sciences,3,Male,1,1,4,Single,1118,1,Yes,1,3,1,0,1,0,24
26,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,3,1,4,Single,2875,1,Yes,8,2,8,5,2,2,4
45,1,Travel_Rarely,Sales,Marketing,1,Female,1,5,2,Single,18824,6,Yes,26,3,24,10,1,11,2
55,0,Non-Travel,Research & Development,Medical,4,Male,2,4,2,Divorced,13577,5,Yes,34,3,33,9,15,0,8
21,1,Travel_Frequently,Research & Development,Life Sciences,1,Female,2,1,3,Single,2625,1,No,2,1,2,2,2,2,10
46,0,Travel_Rarely,Sales,Marketing,4,Female,2,5,2,Married,18789,6,No,26,3,11,4,0,8,4
34,0,Travel_Rarely,Sales,Marketing,3,Female,3,2,1,Single,4538,2,Yes,4,3,3,2,0,2,2
51,0,Travel_Frequently,Sales,Life Sciences,4,Male,3,5,2,Divorced,19847,6,Yes,31,2,29,10,11,10,9
59,0,Travel_Rarely,Research & Development,Medical,4,Male,3,3,4,Single,10512,4,No,25,2,9,7,5,4,18
34,0,Travel_Frequently,Research & Development,Medical,3,Female,3,2,2,Divorced,4444,2,No,15,4,11,8,5,10,19
